Tweeter,Tweet ID,Tweet Time,Tweet Text,Topics
KamalaHarris,1344777726507573250,2020-12-31 22:49:29,"As we bring 2020 to a close, @DouglasEmhoff and I wanted to express our gratitude—and our nation’s gratitude—for all of our frontline workers, essential workers, farm workers, and more. Thank you for all the sacrifices you have made this year. It doesn’t go unnoticed.","“Gratitude"""
KamalaHarris,1348029818219208706,2021-01-09 22:12:08,"My mother taught me that no matter how you earn a living, whether you’re a caregiver or truck driver, grocery store clerk or small business owner, every job has inherent value and worth. https://t.co/qjUkMvtquA",“”
JoeBiden,1337092213063385088,2020-12-10 17:50:00,"This group will do critical work on behalf of every American.

Their jobs are where rubber meets the road — where governance can make a meaningful difference in people’s lives, advancing prosperity for all Americans. https://t.co/fcKQ7kXQuR",“”
JoeBiden,1340326524994633729,2020-12-19 16:02:00,"Folks, there are less than three weeks until the Georgia Senate runoffs and we need to ensure @ossoff and @ReverendWarnock have the resources to win. If you’re able to, chip in to our Flip Georgia Fund to help take back the Senate. https://t.co/AT8tjm1YGa","“Senate Runoff Election” “Voting"""
JoeBiden,1346928275470299142,2021-01-06 21:15:00,"Let me be very clear: the scenes of chaos at the Capitol do not represent who we are. What we are seeing is a small number of extremists dedicated to lawlessness. This is not dissent, it's disorder. It borders on sedition, and it must end. Now.",“Call to Action” “Capitol Insurrection”
JoeBiden,1344763259602173952,2020-12-31 21:52:00,We have less than one week to do everything in our power to help Jon Ossoff and Raphael Warnock win their Senate runoff elections in Georgia. These races will not only determine the fate of the Senate but the future of our country. Chip in today: https://t.co/EByC4gktYT,“Voting” “Senate Runoff Election”
senatemajldr,1326996921450377218,2020-11-12 21:14:55,"It is sad to see leading Democrats including some Governors treat the vaccine news like a mixed blessing because it occurred under a Republican administration. Some things must be bigger than politics.

Leaders should be cheering this on, not baselessly undermining science.","“Democrats” “Criticism"""
senatemajldr,1311029507860684801,2020-09-29 19:46:07,I had the opportunity to meet with Judge Barrett earlier today. President Trump has nominated exactly the kind of outstanding person whom the American people deserve to have on their highest Court. https://t.co/0tTJqPwpeP,“Acknowledgement”
JoeBiden,1347287643776667648,2021-01-07 21:03:00,Merrick Garland will serve as the Attorney General of the United States — not as my personal lawyer.,""""""
KamalaHarris,1338246992389156868,2020-12-13 22:18:41,"To thank every single one of you who helped us win this battle for the soul of the nation, @JoeBiden and I are hosting a virtual Grassroots Donor Thank You call tomorrow—and we’ll be answering a few questions from those who attend. RSVP now.
https://t.co/IrIoFmjOfm",“”
KamalaHarris,1346265329794772993,2021-01-05 1:20:41,Picking up some takeout at @FlorianaDC with @DouglasEmhoff and we had to snap a selfie in front of the 17th Street community tree. https://t.co/ZZ4KTrYybk,“”
KamalaHarris,1343650412579078144,2020-12-28 20:09:56,President-elect Biden and I will inherit a series of unprecedented challenges upon walking into the White House. Tune in now as @JoeBiden speaks to how we’ll address these challenges head-on. https://t.co/sXPRCYKJYw,“”
senatemajldr,1309198438056316931,2020-09-24 18:30:06,"We don’t know which legal all-star the President will nominate on Saturday. So isn't it curious that everyone already knows exactly what smears and scare tactics the far left will trot out?
 
Their playbook has not changed for 45 years. The nominee is irrelevant to their attacks.",“”
KamalaHarris,1347618372897312768,2021-01-08 18:57:12,"As we work to contain the pandemic and open our economy responsibly, we must also build back better to lift up all Americans. Tune in as @JoeBiden and I announce key nominees to our economic team. https://t.co/XB8kmdunen",“Presidential Cabinet”
KamalaHarris,1344654484149047298,2020-12-31 14:39:46,"Congrats, @BeckyHammon. You may be the first, but I know you certainly won't be the last.
https://t.co/dHXa9JFRWT",“Congratulations”
KamalaHarris,1341035177506729985,2020-12-21 14:57:56,"About to leave for Georgia. Muscogee County, see you soon!",“”
JoeBiden,1348004115121647622,2021-01-09 20:30:00,"Our president is not above the law. 

Justice serves the people — it doesn’t protect the powerful.",""""""
JoeBiden,1348800612742402048,2021-01-12 1:15:00,"Getting America vaccinated will be one of the greatest operational challenges we’ve ever faced, but my administration will spare no effort to get it done.

We’re going to ensure the vaccine is distributed quickly, equitably, and free of charge to every American.","""Assurance"" ""Vaccine"" ""COVID-19"""
senatemajldr,1337464336453955584,2020-12-11 18:28:41,"The Senate just passed the National Defense Authorization Act. This annual bill will unlock the training, tools, and cutting-edge equipment that our servicemembers and civilian employees need as they bravely defend American lives and American interests. https://t.co/iaAEbtxoAt",“”
senatemajldr,1307041290903789573,2020-09-18 19:38:22,"Today we honor National POW/MIA Recognition Day. More than 1300 patriotic Kentuckians still haven’t come home. They are not forgotten, and we are still searching.",“”
KamalaHarris,1347740658015088640,2021-01-09 3:03:07,"From working with unions as San Francisco’s District Attorney, to helping author the Domestic Workers’ Bill of Rights in the U.S. Senate, I’ve always fought for workers. 

And so will the economic team we announced today.",“”
JoeBiden,1343650410817458177,2020-12-28 20:09:56,"This afternoon, I was briefed by members of my national security and foreign policy agency review teams. Tune in as I deliver remarks on the challenges our administration will inherit. https://t.co/EbPUT6jjXX",“”
senatemajldr,1329113012410736642,2020-11-18 17:23:30,".@ChuckGrassley had not missed a single vote in 27 years. Yesterday he paused that streak, on doctors’ orders, while awaiting a COVID test result. 
 
The Senate is praying for continued good health for our president pro tempore and looking forward to seeing him again soon.",“”
KamalaHarris,1348651904495202304,2021-01-11 15:24:05,"A national security expert with decades of experience, Ambassador Bill Burns has a deep understanding of the challenges facing our country. He will lead the CIA with independence and integrity, always honoring our nation’s intelligence professionals.
https://t.co/49uA0lV5lW",“Nomination” “Acknowledgement”
senatemajldr,1309126971058794499,2020-09-24 13:46:06,The winner of the November 3rd election will be inaugurated on January 20th. There will be an orderly transition just as there has been every four years since 1792.,“”
KamalaHarris,1347709496081211393,2021-01-09 0:59:17,We need to provide more immediate relief for working families and businesses—now. https://t.co/609fyxwlBH,“Economic Relief”
senatemajldr,1316051684892827650,2020-10-13 16:22:27,"We don’t agree with Speaker Pelosi that “nothing” is better than “something” for workers.

Senators will vote on more relief next week, including more PPP money to stop layoffs. We’ll be able to pass it before we turn to Judge Barrett's nomination unless Democrats block it again. https://t.co/paJFhx5HcI",“Economic Relief”
senatemajldr,1305560825466359808,2020-09-14 17:35:31,"All military families serve alongside their loved ones in uniform. The new Gold Star Families Memorial in Owensboro, KY commemorates the sacrifices these patriots made in the name of freedom. The nation can never repay our debt. But we can keep these families in our prayers. https://t.co/5bZkjgwqlB",“Commemoration”
JoeBiden,1348064513170567168,2021-01-10 0:30:00,The bottom line is we need to provide immediate relief for working families and businesses. Now. https://t.co/syaHTaX3O4,"""Economy"" ""Economic Relief"""
KamalaHarris,1349006983379214338,2021-01-12 14:55:02,"We’ve seen the devastation the climate crisis has had on our country: homes and neighborhoods in ashes, some of the most active hurricane seasons on record and historic flooding in the Midwest.

Starting on January 20th, we'll tackle this crisis head-on here and around the world.",“Climate Change”
JoeBiden,1336308549262200832,2020-12-08 13:56:00,"There has never been anyone more qualified to be Treasury Secretary than Janet Yellen. Period.

I trust her knowledge and look forward to working with her to build our economy back better. https://t.co/M7E31FPimX","“Nomination” ""Presidential Cabinet” “Acknowledgement”"
KamalaHarris,1348770357579288578,2021-01-11 23:14:46,Thank you Governor @Schwarzenegger for your powerful message to our country and for reminding us what’s at stake in this moment. https://t.co/Qcd6rts4u2,"“Gratitude” “Acknowledgement"""
KamalaHarris,1346942453241274370,2021-01-06 22:11:20,"I join President-elect @JoeBiden in calling for the assault on the Capitol and our nation’s public servants to end, and as he said, “allow the work of democracy to go forward.”",“”
KamalaHarris,1338547416103071744,2020-12-14 18:12:27,"Today marks 8 years since 20 first-graders and 6 educators were murdered at Sandy Hook Elementary School.

To honor the lives lost in this terrible tragedy, it’s past time we implement common-sense gun safety reforms to keep our children safe. https://t.co/YmsIWM6dDG",“Mourning” “Gun Control”
senatemajldr,1317148869877268480,2020-10-16 17:02:16,"Judge Barrett exhibited every bit of the intellectual brilliance, legal expertise, and open-minded judicial temperament that we need on the Supreme Court. I will proudly vote to confirm her. The Senate will take up her nomination as soon as it comes out of Committee. https://t.co/KkOGo0JVKL",“Nomination” “Acknowledgement”
KamalaHarris,1344471993584816128,2020-12-31 2:34:37,"As @JoeBiden said yesterday, once in office we will ensure that the COVID-19 vaccines are distributed equitably and free of charge—so it doesn’t matter the color of your skin or where you live. If you want a vaccine, you’ll be able to get one.",“COVID-19” “Vaccine” “Assurance”
