Tweeter,Tweet ID,Tweet Time,Tweet Text,Topics
KamalaHarris,1343731211118768141,2020-12-29 01:31:00,Day one @JoeBiden and I will act to get COVID-19 under control and save American lives. We’ll take action to protect Dreamers and send a bill to Congress with a roadmap to citizenship for 11M undocumented people. And we’ll rejoin the Paris Agreement. This is just the beginning.,
KamalaHarris,1343671929203470346,2020-12-28 21:35:26,"Georgia: there is just over a week until the Senate runoffs. This is our moment. Let’s give it everything we have—chip in what you can. 
https://t.co/mTfOyHH9AM",
KamalaHarris,1343650412579078144,2020-12-28 20:09:56,President-elect Biden and I will inherit a series of unprecedented challenges upon walking into the White House. Tune in now as @JoeBiden speaks to how we’ll address these challenges head-on. https://t.co/sXPRCYKJYw,
KamalaHarris,1343579159935770624,2020-12-28 15:26:48,"This tragedy is all too common for Black women across our nation whose concerns and pain are often downplаyed or ignored in our health care system.

We must do better. Our administration is committed to confronting these glaring racial health disparities.
https://t.co/StlfpkqEJC",
KamalaHarris,1343367564626456584,2020-12-28 01:26:00,"As the great John Lewis once said, “Democracy is not a state. It is an act.” Democracy is only as strong as our willingness to fight for it. Keep fighting for it each and every day.",
KamalaHarris,1343239134199087104,2020-12-27 16:55:40,"Educators, cafeteria workers, bus drivers, custodians, and the nurses who keep our schools running are being stretched to their limit by this pandemic. 

@JoeBiden and I are committed to ensuring they get the relief they deserve. https://t.co/XDvTD6vN97",
KamalaHarris,1342924088008978432,2020-12-26 20:03:47,"Like so many others, I stand on the shoulders of Shirley Chisholm and the Black women who came before me. Humbled to be included on @MsMagazine and @HigherHeights' #Chisholm2020 list alongside so many phenomenal women paving the way in their communities.
https://t.co/DPQB2cJwBU",
KamalaHarris,1342871544683327488,2020-12-26 16:35:00,"Our Kwanzaa celebrations are one of my favorite childhood memories. The whole family would gather around across multiple generations and we’d tell stories and light the candles. 

Whether you’re celebrating this year with those you live with or over Zoom, happy Kwanzaa! https://t.co/21bzGHZpYe",
KamalaHarris,1342583146110398471,2020-12-25 21:29:00,"To all of our frontline workers, servicemembers, and those who have an empty seat at the table or have fallen on hard times, you are on our minds not just today but every day.

Times may seem tough but know you are not alone.",
KamalaHarris,1342490547060154371,2020-12-25 15:21:03,"Our traditions may look a little different this year but the love we share remains the same. From our family to yours, have a safe and very merry Christmas. https://t.co/RSjkHwvcU2",
KamalaHarris,1342214601975472128,2020-12-24 21:04:32,"A reminder of the season—and hope for a brighter future. 
https://t.co/tocTa5ex1z",
KamalaHarris,1342125608738947072,2020-12-24 15:10:55,"Linda, my heart goes out to you for the loss of your mother. Know that @JoeBiden and I are going to do everything we can so no more families have to experience the pain you did. https://t.co/1oJVAPUJzo",
KamalaHarris,1341912421791838209,2020-12-24 01:03:47,"My first grade teacher, Mrs. Frances Wilson, attended my law school graduation. She instilled in me a deep belief in the importance and significance of public education that I carry with me to this day. https://t.co/5ZluYlFzVo",
KamalaHarris,1341870977685270528,2020-12-23 22:19:06,"This holiday season, @DouglasEmhoff and I wanted to give back to the community that has given us so much over these last four years. 

We stopped by @dcfireems today to drop off some @ToysForTots_USA, and thank them for their work to bring smiles to children this time of year. https://t.co/R0MMi4WhBw",
KamalaHarris,1341849163491897344,2020-12-23 20:52:25,"We must end the current status quo where school districts with the greatest needs get the fewest resources.

We must remove barriers to opportunity for poor and rural communities and communities of color.

Dr. Miguel Cardona will help us do that for our students—and our future.",
KamalaHarris,1341833254261972992,2020-12-23 19:49:12,"Georgians: this holiday weekend, be sure to virtually check in with your loved ones to see if they’ve voted in the Senate runoffs yet: https://t.co/FsQFse2eXb. https://t.co/iDe4Xi9keW",
KamalaHarris,1341786918397198336,2020-12-23 16:45:05,The Biden-Harris administration will prioritize investing in our schools so every child in America has the knowledge and skills to thrive. Tune in as we introduce our Secretary of Education nominee. https://t.co/Vwk2kcslyi,
KamalaHarris,1341751676143890436,2020-12-23 14:25:02,"As we approach Christmas and the start of Kwanzaa, please do your part to keep yourself and those around you safe: wear a mask, keep a safe social distance, and limit your travel. 

@JoeBiden and I know it’s hard, but we need to stay apart just a little bit longer.",
KamalaHarris,1341576259642425345,2020-12-23 02:48:00,"Why are so many powerful people trying to make it so difficult for us to vote? Because they know our power. They know when we vote, things change. They know when we vote, we win. https://t.co/wFYeln6X0M",
KamalaHarris,1341556199511257089,2020-12-23 01:28:17,"As we work to reopen our schools safely and responsibly, we must continue to build a public education system that lifts up all Americans, regardless of race, background, or zip code.

I trust Miguel Cardona with this important and critical work. https://t.co/3zJqkzBM6d",
KamalaHarris,1341529573113155584,2020-12-22 23:42:29,".@AlexPadilla4CA, I know you'll continue to be a champion for our great state in the Senate. Congratulations my dear friend. https://t.co/sN6Lz5TfCo",
KamalaHarris,1341515361993289728,2020-12-22 22:46:01,"Today marks 10 years since @BarackObama signed the repeal of Don’t Ask, Don’t Tell into law, bringing about an end to the discriminatory policy. To our LGBTQ+ military members, know that @JoeBiden and I will have your back and won’t stop fighting until we achieve equality.",
KamalaHarris,1341400466840817666,2020-12-22 15:09:27,"Black folks, Latinos, Asian Americans, and our Indigenous brothers, sisters, and friends are more likely to die from COVID-19.

I fully trust our public health experts—which is why I will be getting the vaccine next week. https://t.co/w409dSPKpu",
KamalaHarris,1341229898275442688,2020-12-22 03:51:41,Everything that was at stake in November is at stake in the Georgia Senate runoffs on January 5. https://t.co/t9xGdcFVAK,
KamalaHarris,1341206322042290176,2020-12-22 02:18:00,"The Georgia runoffs are about health care, about jobs, about justice. This will not be easy but it is within our power to change the course of our nation’s history by electing @ReverendWarnock and @Ossoff. https://t.co/TjYeiD5T6a",
KamalaHarris,1341191349673050112,2020-12-22 01:18:30,This is what leadership looks like. https://t.co/k0aAoTJZES,
KamalaHarris,1341169837570207746,2020-12-21 23:53:01,"This is about our lives, about the lives of our children, about our community, and the lifeblood of our nation. That’s what is at stake in the Georgia runoffs. 
https://t.co/qw56V0O2Om",
KamalaHarris,1341136817534464000,2020-12-21 21:41:49,"We will have our voices heard. We will not let people silence us. Georgia, what we did in November, we can do again. Go to https://t.co/FsQFse2eXb now to find your early voting location.",
KamalaHarris,1341103938041425920,2020-12-21 19:31:09,"To make meaningful change in the lives of Americans we need to take back the Senate. Please chip in to the Flip Georgia Fund if you’re able to. Every little bit counts. 
https://t.co/HAwhVAmuFS",
KamalaHarris,1341076599479750656,2020-12-21 17:42:31,"There are only 15 days left to get out the vote for the Georgia runoffs. That’s why I’m in Columbus, GA for a drive-in rally with @ReverendWarnock and Jon @Ossoff. Let’s flip the Senate blue. https://t.co/vSSYGMAB7x",
KamalaHarris,1341035177506729985,2020-12-21 14:57:56,"About to leave for Georgia. Muscogee County, see you soon!",
KamalaHarris,1340844648168865795,2020-12-21 02:20:50,"The climate crisis is an existential threat to all of us—particularly poor communities and communities of color who bear the greatest risks from polluted air, polluted water, and a failing infrastructure. 

@JoeBiden and our climate team are ready to tackle this on day one.",
KamalaHarris,1340788114185437188,2020-12-20 22:36:11,".@BidenInaugural will look a little different in January than in years past, but @JoeBiden and I can’t wait for you and your family to join our virtual celebrations.
https://t.co/Qmf0aS9GIL",
KamalaHarris,1340744383143038976,2020-12-20 19:42:25,"We’ve all heard about health care workers without the supplies they need to care for patients and save lives.

@JoeBiden and I are committed to ensuring our frontline workers have the personal protective equipment and support they deserve.",
KamalaHarris,1340711866440552450,2020-12-20 17:33:12,"The climate crisis is not a partisan issue. 

It’s not a hoax. https://t.co/QXyUdQWVei",
KamalaHarris,1340660552394285058,2020-12-20 14:09:18,One month until @JoeBiden is sworn in as president.,
KamalaHarris,1340479687072559104,2020-12-20 02:10:36,Our climate team is comprised of our country’s most seasoned public servants and climate experts. They know that addressing the climate crisis is about building safer communities for all Americans and will meet this urgent challenge. https://t.co/0WYpeEndKM,
KamalaHarris,1340447320945647617,2020-12-20 00:02:00,The climate team @JoeBiden and I introduced today is ready to confront the climate crisis head-on with our allies around the world. https://t.co/SKspQVHAff,
KamalaHarris,1340415777091047424,2020-12-19 21:56:39,"The Biden-Harris administration has one of the most ambitious climate plans in history:

✓Secure carbon-pollution free electricity by 2035. 
✓Achieve net-zero emissions no later than 2050.
✓Invest in a clean energy future, and create millions of good-paying jobs.",
KamalaHarris,1340379335681658880,2020-12-19 19:31:51,The climate crisis is a grave and growing threat to the planet we all share. The public servants and climate experts @JoeBiden and I are announcing today will confront this global challenge head-on. https://t.co/evA1QvYmzP,
KamalaHarris,1340362989619261448,2020-12-19 18:26:54,"There are less than 20 days until Election Day, Georgia. Make a plan and vote early at https://t.co/FsQFse2eXb.",
KamalaHarris,1340311930829987842,2020-12-19 15:04:00,"Nearly 3M students nationwide don’t have access to the internet at home—leaving many school districts this year scrambling to find ways to reach students. Pandemic or not, @JoeBiden and I are committed to expanding broadband access to every American.
https://t.co/8suAGrlFPB",
KamalaHarris,1340082938772402194,2020-12-18 23:54:04,Every single connection we make with voters between now and January 5th makes a difference. Take some time this weekend and help Georgia turn out the vote for the Senate runoffs. Sign up for a phone banking shift now: https://t.co/3qa2kWf6u8,
KamalaHarris,1340023280619630593,2020-12-18 19:57:01,Protect yourself and your loved ones—wear a mask.,
KamalaHarris,1339947590381674498,2020-12-18 14:56:15,"Georgia, can’t wait to be back next Monday to rally voters ahead of the Senate runoffs! Let’s flip the Senate.",
KamalaHarris,1339756801986875392,2020-12-18 02:18:07,"On the campaign, President-elect @JoeBiden and I proposed one of the most ambitious climate plans in history. This team will help make that plan a reality. 
https://t.co/MULIlpABb8",
KamalaHarris,1339717767847620608,2020-12-17 23:43:01,".@JoeBiden and I are focused on lifting up all Americans no matter where they live—whether it’s in big cities, rural areas, or anyplace in between. No one will be left behind.",
KamalaHarris,1339621751156830208,2020-12-17 17:21:29,Our democracy is stronger than any one man or woman. It is about the people—and the people spoke.,
KamalaHarris,1339581127401549825,2020-12-17 14:40:03,"There is no question that without immediate relief, these numbers will continue to rise. Americans can’t wait any longer for Congress to act. https://t.co/HWcKX7gjB7",
KamalaHarris,1339410994922201089,2020-12-17 03:24:00,".@JoeBiden and I are building a team that will help us meet the unprecedented challenges facing the American people—from containing this pandemic to rebuilding our economy—and deliver relief from coast to coast.

The American people deserve nothing less.",
KamalaHarris,1339393633141870593,2020-12-17 02:15:01,"People are suffering. The moratorium on evictions is about to end. 12 million Americans will lose unemployment benefits if Congress and President Trump fail to come together before the end of the month. 

It could not be more urgent that our leaders act.",
KamalaHarris,1339366480589320192,2020-12-17 00:27:07,"With @PeteButtigieg’s leadership, we are ready to write the next great chapter in our nation’s history, modernizing our infrastructure, creating jobs and opportunity, and helping usher in a clean energy future. https://t.co/BFiEJMfKfJ",
KamalaHarris,1339319019850043392,2020-12-16 21:18:32,Don’t let anyone put you in a box because of your gender. https://t.co/yCykclW8cN,
KamalaHarris,1339282519762604034,2020-12-16 18:53:30,"The Biden-Harris administration will transform our roads and bridges, transit systems, railways, ports, and airports—while powering them with clean energy.

And we'll expand our transportation system to serve communities of every size—urban and rural—all across our country.",
KamalaHarris,1339254201864491010,2020-12-16 17:00:58,To build back better we need to usher in a sustainable transportation system that helps us connect all Americans to jobs and opportunity. @PeteButtigieg will do that as Transportation Secretary. https://t.co/SqHBwIrOhV,
KamalaHarris,1339221737003749378,2020-12-16 14:51:58,"When I raise my right hand and take the oath of office, I'll be thinking about my mother and all the girls and boys watching who will know they can do anything. 
https://t.co/kqkeCxLjoW",
KamalaHarris,1339052380718051329,2020-12-16 03:39:00,"Despite a pandemic, despite all the obstacles, Americans’ voices were heard loud and clear. 
https://t.co/0AWx4UCqgr",
KamalaHarris,1339037441026613252,2020-12-16 02:39:38,It was great hearing from supporters on our thank you call last night and I can’t wait until we’re all together once again. https://t.co/WbFOHaj8oF,
KamalaHarris,1339009382147878912,2020-12-16 00:48:08,".@PeteButtigieg is a problem solver and trailblazing public servant. He’s committed to bringing people together and upgrading our transportation system in a way that’s safe, sustainable, and equitable. He gets it. And is ready to do the work. 
https://t.co/FuLiYz0dYU",
KamalaHarris,1338998199789490176,2020-12-16 00:03:42,"The Affordable Care Act was there for Elena and her daughter Xiomara when they needed it most—and it can be there for your family too. 

There is still time to #GetCovered for 2021 before the deadline at midnight. Go to https://t.co/zmKsbKOrYE now. 
https://t.co/PXz7wKbyaZ",
KamalaHarris,1338972191237529600,2020-12-15 22:20:21,Our work isn’t over→ https://t.co/ApDEqLkZ4x https://t.co/OGRsFvWX3c,
KamalaHarris,1338938237281157120,2020-12-15 20:05:26,"President-elect @JoeBiden is in Georgia today, ready to fire up voters for the Senate runoffs. We fought hard to flip the Peach State blue this past election—now let’s keep it blue. https://t.co/JbW5vlqEPH",
KamalaHarris,1338857775611355138,2020-12-15 14:45:43,"Today is the last day you can sign up for health insurance through https://t.co/zmKsbL62Qc in most states across our country. Don’t delay, #GetCovered now.",
KamalaHarris,1338674643704688641,2020-12-15 02:38:01,".@JoeBiden speaking truth: “We the People voted. Faith in our institutions held. The integrity of our elections remains intact.

Now it’s time to turn the page as we've done throughout our history. To unite. To heal.”",
KamalaHarris,1338652277972807682,2020-12-15 01:09:08,"As President-elect @JoeBiden said, our democracy gives Americans the right to have their voice heard, have their vote counted, and elect our nation’s leaders. 

Over 155 million Americans voted—and the will of the people prevailed.",
KamalaHarris,1338642203246096384,2020-12-15 00:29:06,It’s official. Tune in as President-elect @JoeBiden addresses the nation on the electoral college vote certification and how we’ll lead our country forward. https://t.co/WrShcWLgbp,
KamalaHarris,1338609151073800198,2020-12-14 22:17:46,"In most states, tomorrow is the last day you can sign up for health insurance through https://t.co/zmKsbKOrYE. During this pandemic, getting covered is more important than ever before—don’t wait.",
KamalaHarris,1338580808358125578,2020-12-14 20:25:08,"Tonight @JoeBiden and I are hosting a call to thank our grassroots donors one more time for their support and for helping us make history. Sign up now to join us.
https://t.co/waIGU5fVak",
KamalaHarris,1338547416103071744,2020-12-14 18:12:27,"Today marks 8 years since 20 first-graders and 6 educators were murdered at Sandy Hook Elementary School. 

To honor the lives lost in this terrible tragedy, it’s past time we implement common-sense gun safety reforms to keep our children safe. https://t.co/YmsIWM6dDG",
KamalaHarris,1338528858631516160,2020-12-14 16:58:43,"Thank you, Sandra Lindsay, for all you have done for our country. https://t.co/UV03rVZDFU",
KamalaHarris,1338495484189609985,2020-12-14 14:46:06,Georgia — early voting for the Senate runoffs begins today. Stay safe by wearing a mask if you’re heading to your early voting location: https://t.co/FsQFse2eXb,
KamalaHarris,1338310245836337154,2020-12-14 02:30:01,"I may be the first, but I will not be the last. It’s on those of us leading the way to leave the door more open than it was when we walked in.",
KamalaHarris,1338275769596964866,2020-12-14 00:13:02,We’ll get through this—together. https://t.co/JEgDngNxPz,
KamalaHarris,1338246992389156868,2020-12-13 22:18:41,"To thank every single one of you who helped us win this battle for the soul of the nation, @JoeBiden and I are hosting a virtual Grassroots Donor Thank You call tomorrow—and we’ll be answering a few questions from those who attend. RSVP now. 
https://t.co/IrIoFmjOfm",
KamalaHarris,1338183090506756097,2020-12-13 18:04:45,"Flipping the Senate is possible but it’s going to take all of us contributing $5 or $10 whenever we can to the Georgia runoffs. Chip in now to the Flip Georgia Fund. 
https://t.co/EhN9YGwbI4",
KamalaHarris,1338130699426148355,2020-12-13 14:36:34,"We’ve brought together a health care team to help contain this pandemic.
 
An economic team to build an economy that works for working people, and all those looking to work.

A domestic team to deliver immediate relief.

And a national security team to help keep our nation safe.",
KamalaHarris,1337921373457571843,2020-12-13 00:44:47,"These leaders are all dedicated and compassionate public servants, and all of them are ready to hit the ground running on day one. https://t.co/3LQiBy9H1b",
KamalaHarris,1337884820739911684,2020-12-12 22:19:32,There are only three more days of the Affordable Care Act open enrollment period. Don’t put off signing up. Go to https://t.co/zmKsbKOrYE to find a plan that works for you.,
KamalaHarris,1337838403551805440,2020-12-12 19:15:05,In 39 days the Biden-Harris administration will rejoin the Paris Agreement and once again be global leaders in the fight against the climate crisis.,
KamalaHarris,1337773706739933184,2020-12-12 14:58:00,"Bringing an end to this pandemic will require everyone to do their part this weekend and beyond: wear a mask, maintain social distancing, and limit your travel when possible.",
KamalaHarris,1337586974870425601,2020-12-12 02:36:00,"While @JoeBiden and I can’t promise we’ll end COVID-19 in our first 100 days, we will do everything we can to get this pandemic under control.

Our priorities include ensuring Americans wear a mask, distributing 100M vaccine doses, and getting our kids safely back to school.",
KamalaHarris,1337569286295056390,2020-12-12 01:25:43,"Today, we announced a team who will help deliver immediate relief to every corner of our great country, from rural communities to big cities and every place in between, leaders who will help care for our veterans and their families, and advance opportunity for all Americans. https://t.co/bEi1nvWm6l",
KamalaHarris,1337557277692239873,2020-12-12 00:38:00,Our diversity is our strength. https://t.co/NVkzgIIJNS,
KamalaHarris,1337527330198220803,2020-12-11 22:39:00,"When 1 in 6 renters are behind on rent, we need leaders who will not only help provide relief to all who need it—but help address the affordable housing crisis in America. https://t.co/9j2WGF3EtM",
KamalaHarris,1337506951282954242,2020-12-11 21:18:01,"At a time when 1 in 8 households say they didn’t have enough money for food in the past week, we need leaders who understand that no one should go hungry in the United States of America. That’s the administration @JoeBiden and I are building.",
senatemajldr,1349476803514146819,2021-01-13 22:01:56,My full statement on the next seven days and the Senate schedule: https://t.co/Nh5z3f79yq,
senatemajldr,1349010352307101697,2021-01-12 15:08:26,"Our nation lost a remarkable American with the passing of Sheldon Adelson. Elaine and I send our condolences to Miriam, the entire Adelson family, and all who mourn today. May his memory be a great blessing. https://t.co/SHnRZlbLgF",
senatemajldr,1347904876416823297,2021-01-09 13:55:40,The Senate grieves the death of the officer who literally put himself on the line to defend our first branch of gov’t and everybody who works inside it. Our condolences and our prayers are with Officer Sicknick’s family and his colleagues at this terrible time. My full statement: https://t.co/FHm3T9Psvk,
senatemajldr,1347253739615354881,2021-01-07 18:48:16,The ultimate blame for yesterday’s events lies with the unhinged criminals who tried to disrupt our government and with those who incited them. But this fact does not preclude our addressing the shocking failures in the Capitol’s security posture and protocols. My full statement: https://t.co/2oJljGDiU8,
senatemajldr,1346993833939238914,2021-01-07 01:35:30,"The United States and the Senate will not be intimidated. 

We are back at our posts. We will discharge our duty under the Constitution for our nation.

And we are going to do it tonight. https://t.co/YH0PtXKDzt",
senatemajldr,1346897398984024065,2021-01-06 19:12:18,I will vote to respect the American people’s decision and defend our system of government. My full remarks: https://t.co/RSTjyjZmJq,
senatemajldr,1343365527851429888,2020-12-28 01:17:55,I applaud the President’s decision to get billions of dollars of crucial COVID-19 relief out the door and into the hands of American families. I am glad the American people will receive this much-needed assistance as our nation continues battling this pandemic. My full statement: https://t.co/YSPYsPu2ct,
senatemajldr,1342455058382786564,2020-12-25 13:00:02,"Even in a dark winter, Christmas brings light. I am grateful for our healthcare heroes, the servicemembers who keep us safe, the modern miracle of safe and effective vaccines, and the blessing of our Savior's birth.
 
I wish your family a healthy and Merry Christmas. https://t.co/CMMZlkbdYw",
senatemajldr,1341242737232932865,2020-12-22 04:42:42,"BREAKING: The Senate just passed another major bipartisan, COVID-19 relief package. The American people can rest assured that more help is on the way, immediately.",
senatemajldr,1341149447972118528,2020-12-21 22:32:00,"Senate Republicans have been trying since July to get more targeted, bipartisan relief into the hands of the American people. Until the election, Democrats kept saying no.

I’m glad for our country that we are finally moving ahead together. https://t.co/G8PUrQgGN8",
senatemajldr,1341096731270909952,2020-12-21 19:02:31,"Tune in now: I’m joining @DanaPerino on @FoxNews to discuss the bipartisan, bicameral agreement for another major COVID-19 rescue package for the American people.",
senatemajldr,1340790116927877128,2020-12-20 22:44:09,"BREAKING: As the American people continue battling the coronavirus this holiday season, they will not be on their own. 

Congress has just reached an agreement. We will pass another rescue package ASAP. More help is on the way.",
senatemajldr,1340724518466301958,2020-12-20 18:23:29,I think both sides agree: Our around-the-clock negotiations on COVID relief are hours away from completion. Our citizens need this waiting to end. Thousands of Americans are being robbed of their lives every day. Working families are hurting. Let’s finally get this done today.,
senatemajldr,1340336807205085185,2020-12-19 16:42:51,I appreciate the good-faith spirit that has characterized the bipartisan negotiations this past week. But the American people cannot feed their families or pay their bills with Congress’s good-faith discussions. They need us to act. We need to conclude talks and land this plane.,
senatemajldr,1340005642006892546,2020-12-18 18:46:55,"Just received the safe, effective COVID vaccine following continuity-of-government protocols. Vaccines are how we beat this virus.

Now back to continue fighting for a rescue package including a lot more money for distribution so more Americans can receive it as fast as possible. https://t.co/kSBhI3EzzM",
senatemajldr,1339726771504226309,2020-12-18 00:18:47,"The only way to beat this pandemic is for us to follow the advice of our nation’s health care professionals: get vaccinated and continue to follow CDC guidelines. 
 
My full statement: https://t.co/EJrC7f5lwq",
senatemajldr,1339702999837532161,2020-12-17 22:44:20,"Productive conversations remain underway on COVID-19 relief. But Congress must not slide into treating these talks like routine negotiations at our routine pace.

This could not be more urgent. The Senate’s going to keep working right through the weekend until we get an outcome. https://t.co/aXGTFunsPH",
senatemajldr,1339618327770116102,2020-12-17 17:07:52,"The American people have struggled heroically through this pandemic. They’ve already waited too long for more relief. 

The Senate isn’t going anywhere until our bipartisan discussions reach an outcome for the American people.",
senatemajldr,1339229321785905154,2020-12-16 15:22:06,"The American people need more help. We need vaccine distribution money. We need to re-up the Paycheck Protection Program to save jobs. We need to continue to provide for laid-off Americans.

Congressional leaders on both sides are going to keep working until we get it done.",
senatemajldr,1338940496677318658,2020-12-15 20:14:25,"As a polio survivor, I am a huge supporter of vaccinations. Whenever my turn comes, I will absolutely take the vaccine and do my part to reassure anyone who’s doubtful. It’s the right thing to do for yourself, for your family, and for the country. https://t.co/xsHidTzN4s",
senatemajldr,1338849288894509059,2020-12-15 14:11:59,Attorney General Barr is one of the most dedicated and capable public servants I have ever seen in action. He has helped keep America safe from criminals and terrorists and advanced the bedrock American value of equal justice under law. My full statement: https://t.co/j5p7md8zy4,
senatemajldr,1337594714615390209,2020-12-12 03:06:45,"Thanks to the genius of science, the historic success of Operation Warp Speed, and the bold action of the Trump Administration, this should mark the beginning of the end of this terrible chapter. 

What an announcement. https://t.co/MgQyeXLCss",
senatemajldr,1337464336453955584,2020-12-11 18:28:41,"The Senate just passed the National Defense Authorization Act. This annual bill will unlock the training, tools, and cutting-edge equipment that our servicemembers and civilian employees need as they bravely defend American lives and American interests. https://t.co/iaAEbtxoAt",
senatemajldr,1337156852493258752,2020-12-10 22:06:51,"Today I am announcing the Senate swearing in day for the 117th Congress will be Sunday, January 3rd at 12:00 pm.",
senatemajldr,1337115934960586752,2020-12-10 19:24:15,"Trial lawyers are among Democrats’ most reliable sources of campaign cash.

Coincidentally, Democrats say they'd rather not pass *any* more aid (PPP, vaccine distribution, jobless aid) than limit the opportunity for the plaintiffs’ bar to suck money from our nation’s re-opening.",
senatemajldr,1336737127426613251,2020-12-09 18:19:01,"Yesterday, Democrats rejected two more GOP aid proposals in the space of two hours.

I’ve proposed we set aside remaining sticking points and pass everything we agree on. They say “no.”

And they now admit they blocked aid all summer &amp; fall because there was an upcoming election.",
senatemajldr,1336059945964466176,2020-12-07 21:28:08,"The Senate knows all about end-of-year drama, but this time the stakes could not be higher. Americans are struggling under the weight of this pandemic. Democrats need to let Congress do our job &amp; pass more relief.

We have so much common ground. Let's make law. Let's get it done.",
senatemajldr,1334985634373660672,2020-12-04 22:19:12,"Everyone understands this has been a challenging time for local leaders, but pandemics do not erase our First Amendment rights. I am glad that @kyoag is leading the way to defend the religious liberty of Kentuckians and all Americans. https://t.co/1FtSX7w0mr",
senatemajldr,1334180452719063046,2020-12-02 16:59:42,"Republicans have spent months proposing more COVID relief. Yesterday I put forward yet another proposal that would invest many billions in workers, laid-off Americans, small businesses, &amp; vaccine distribution.  

I hope Democrats will finally let us get a bipartisan outcome soon.",
senatemajldr,1333909118269198344,2020-12-01 23:01:31,Attorney General Barr was absolutely right to appoint John Durham to be a Special Counsel on this matter. The nation deserves to know the truth about the egregious abuses of power that took place in 2016 and deserves that justice be done to anyone who broke the law. https://t.co/ehCHSWacFk,
senatemajldr,1333515616792272896,2020-11-30 20:57:53,"The American people need more help now. Congress should deliver more COVID relief this year.

Even House and Senate Democrats are publicly saying that Speaker Pelosi's and Leader Schumer's all-or-nothing obstruction needs to stop.",
senatemajldr,1331945811043905536,2020-11-26 13:00:02,"We are blessed to live in the greatest country the world has ever known. Even in a trying year unlike anything we’ve seen before, we are constantly reminded why. Happy Thanksgiving, everyone. https://t.co/TkQfXbq5F2",
senatemajldr,1329882406602616835,2020-11-20 20:20:48,"Our country badly needs the kinds of targeted, urgent COVID relief that Republicans have been trying to pass for months — from job-saving PPP funding to vaccine distribution. 

My full statement: https://t.co/ybJ2OJSYf9",
senatemajldr,1329170133588303878,2020-11-18 21:10:29,"For months, Republicans have tried to make bipartisan progress on huge areas of COVID relief where there's no disagreement.

Vaccine distribution funds.

Another round of the PPP for hard-hit small businesses.
 
But Democrats blocked it all over their unrelated liberal wish-list.",
senatemajldr,1329113012410736642,2020-11-18 17:23:30,".@ChuckGrassley had not missed a single vote in 27 years. Yesterday he paused that streak, on doctors’ orders, while awaiting a COVID test result. 
 
The Senate is praying for continued good health for our president pro tempore and looking forward to seeing him again soon.",
senatemajldr,1328859637056204801,2020-11-18 00:36:41,"Republicans have tried for weeks to pass another targeted rescue package. It would send hundreds of billions of dollars to schools, unemployment aid, another round of the job-saving PPP, and healthcare.
 
Democrats repeatedly blocked it all. Let's hope they let us make law soon.",
senatemajldr,1328787118173413377,2020-11-17 19:48:31,"Another Democrat demand that’s blocked bipartisan aid: The fixation on a massive slush fund for state &amp; city govt's, unlinked from COVID need.

Some states are taking in more tax revenue this fall than they did before the pandemic.
 
It's struggling families who need urgent help.",
senatemajldr,1328756703899344907,2020-11-17 17:47:39,"House Democrats’ so-called “HEROES Act” is so unserious that it was condemned by the Speaker's own moderate Democrats the instant she put it out.
 
Huge tax cuts for rich people in blue states, but no second round of the Paycheck Protection Program? Those are their priorities?",
senatemajldr,1328478281067339777,2020-11-16 23:21:18,"Months ago, skeptics dismissed President Trump’s aggressive timelines for vaccines. But our scientists are making history, with a huge assist from Operation Warp Speed. It's sped up research &amp; laid groundwork for fast distribution once a vaccine is confirmed safe and effective.",
senatemajldr,1328469477919518729,2020-11-16 22:46:19,"More huge news this morning in COVID-19 vaccine development. The kinds of headlines we've longed for.

But we must stay careful for the next weeks and months. Wear our masks. Keep social distance. We've come this far and victory is in sight. Let's not surrender to the virus now.",
senatemajldr,1328452760677851142,2020-11-16 21:39:54,"The Trump Administration has made huge strides in the Middle East: taking out terrorist leaders, brokering historic deals, &amp; moving US forces into support roles as Afghans lead the fight for their country.

Premature retreat would put this record at risk. https://t.co/egVaLJSIlS",
senatemajldr,1326996921450377218,2020-11-12 21:14:55,"It is sad to see leading Democrats including some Governors treat the vaccine news like a mixed blessing because it occurred under a Republican administration. Some things must be bigger than politics.

Leaders should be cheering this on, not baselessly undermining science.",
senatemajldr,1326940487979130880,2020-11-12 17:30:40,"This week’s news on a COVID-19 vaccine was incredibly promising. All of us have to keep up commonsense precautions in the meantime. The virus is spreading quickly in Kentucky and nationwide, and it doesn’t care whether we’ve gotten bored with wearing masks or social distancing.",
senatemajldr,1326509804479795202,2020-11-11 12:59:17,"Today, we reflect on the heroism of America’s veterans and those currently serving in uniform.

From the Greatest Generation to our 21st-century fighting force, we owe all veterans our gratitude and respect.
 
Happy Veterans Day. https://t.co/TL2cI46ESm",
senatemajldr,1326261032193495041,2020-11-10 20:30:45,"American workers are rebuilding our economy stronger &amp; faster than anyone predicted.
 
Experts predicted double-digit unemployment into 2021. Instead, it’s down to 6.9%. More than 630k new jobs just last month.
 
Too many are still hurting. Our work isn't done. But what progress.",
senatemajldr,1326221204223627269,2020-11-10 17:52:29,Grateful to my Senate Republican colleagues for their unanimous confidence in me to continue serving as Leader. We have a lot more to do to continue fighting for working families and strengthening our great country. https://t.co/Vh8yNkC3Pl,
