Tweeter,Tweet ID,Tweet Time,Tweet Text,Topics
KamalaHarris,1338857775611355138,2020-12-15 14:45:43,"Today is the last day you can sign up for health insurance through https://t.co/zmKsbL62Qc in most states across our country. Don’t delay, #GetCovered now.",“Health”
KamalaHarris,1339037441026613252,2020-12-16 2:39:38,It was great hearing from supporters on our thank you call last night and I can’t wait until we’re all together once again. https://t.co/WbFOHaj8oF,“”
KamalaHarris,1344808806014996481,2021-01-01 0:52:59,"There’s no denying that 2020 has been a difficult year. From a global pandemic, to reckoning with racial injustice, to the devastating wildfires and hurricanes, there has been so much grief, struggle, and pain. But we’ve also seen America at its best.",“”
senatemajldr,1340336807205085185,2020-12-19 16:42:51,I appreciate the good-faith spirit that has characterized the bipartisan negotiations this past week. But the American people cannot feed their families or pay their bills with Congress’s good-faith discussions. They need us to act. We need to conclude talks and land this plane.,“Call to Action”
KamalaHarris,1347253348861239297,2021-01-07 18:46:43,Tune in as @JoeBiden and I introduce our nominees for the Justice Department who will restore integrity and independence to the institution and ensure justice is applied equally across our country. https://t.co/Esv2jKwUHR,“Presidential Cabinet” “Nomination”
KamalaHarris,1343937383134334979,2020-12-29 15:10:15,"Only one week left until the Georgia Senate runoffs. That’s one week to phone bank, turn in your absentee ballot, and spread the word about @ReverendWarnock and Jon @Ossoff. Together we can flip the Senate and keep Georgia blue. https://t.co/ArdY9G4KoY",“Senate Runoff Election” “Call to Action” “Voting”
senatemajldr,1334985634373660672,2020-12-04 22:19:12,"Everyone understands this has been a challenging time for local leaders, but pandemics do not erase our First Amendment rights. I am glad that @kyoag is leading the way to defend the religious liberty of Kentuckians and all Americans. https://t.co/1FtSX7w0mr",“”
KamalaHarris,1345382170962100226,2021-01-02 14:51:20,"Do your part to protect your neighbors this new year—wear a mask, continue to wash your hands, and practice social distancing. Better days are ahead but it will require all of us to step up.",“Call to Action” “COVID-19”
JoeBiden,1339314103714607104,2020-12-16 20:59:00,".@PeteButtigieg has the perspective of a mayor that solves problems and brings people together.

He’s got the vision of a next-generation leader with the experience and temperament to help dig us out of this economic crisis. https://t.co/zfuy2LCK6R",“Acknowledgement” “Economy”
KamalaHarris,1338609151073800198,2020-12-14 22:17:46,"In most states, tomorrow is the last day you can sign up for health insurance through https://t.co/zmKsbKOrYE. During this pandemic, getting covered is more important than ever before—don’t wait.",“Health”
JoeBiden,1337151353039314944,2020-12-10 21:45:00,"As Hanukkah begins, Jill and I send our warmest wishes to everyone celebrating in the United States and around the world. We know things look a little different this year, but we hope these next eight nights are filled with family, love, and light. Chag Sameach!",“Holidays”
JoeBiden,1338215867394437129,2020-12-13 20:15:00,"We’re in the teeth of the COVID-19 crisis right now, and this nation needs presidential leadership.

Leadership that is willing to model the steps we all should be taking in our own lives.",“COVID-19” “Leadership”
JoeBiden,1347649779921203201,2021-01-08 21:02:00,"Ten years ago today, in Tucson, Arizona, six innocent lives were taken away by a senseless and brutal act of violence. Jill and I remember those we lost and everyone whose lives were irreversibly changed that day — including my friend Congresswoman @GabbyGiffords.","""Mourning"""
KamalaHarris,1347965092227395584,2021-01-09 17:54:56,"We are still in the middle of a pandemic: mask up, wash your hands, and maintain social distancing.",“COVID-19” “Call to Action”
JoeBiden,1338875463452733441,2020-12-15 15:56:00,"As I said throughout the campaign: I will be a president for all Americans.

I will work just as hard for those of you who didn’t vote for me as I will for those who did.",“Assurance”
JoeBiden,1341493715811127298,2020-12-22 21:20:00,"In the first 100 days of my administration, we will:

- Ask all Americans to mask up
- Administer 100 million vaccine shots
- Get most schools back open

We’re going to contain the virus and get back to our lives.","“Call to Action” “COVID-19” “Vaccine"""
JoeBiden,1346565887571107840,2021-01-05 21:15:00,"Georgia — If you elect @ReverendWarnock and @Ossoff, we can break the gridlock that has gripped Washington.

We’ll be able to make the progress we need to make on jobs, health care, justice, and more.

It all comes down to today. Vote: https://t.co/RIJ1L4B5o9

📷: @kevloweryphoto https://t.co/FMfNZvI6gR",“Voting” “Call to Action”
senatemajldr,1313248059766255621,2020-10-05 22:41:51,"Democrats say they’ll try everything to stall Judge Barrett. The latest excuse: Hybrid hearings with some virtual participation are suddenly bad. 

The Senate has held 150 of these hybrid hearings since May. Democrats have taken advantage of the tools. They’ve praised the format.",“Democrats”
JoeBiden,1337850207933968389,2020-12-12 20:02:00,"Under a Biden-Harris Administration, we will rejoin the Paris Agreement on day one and lead the world in the fight against climate change. https://t.co/dHSsXRk35h",“Paris Agreement” “Climate Change”
senatemajldr,1341149447972118528,2020-12-21 22:32:00,"Senate Republicans have been trying since July to get more targeted, bipartisan relief into the hands of the American people. Until the election, Democrats kept saying no.

I’m glad for our country that we are finally moving ahead together. https://t.co/G8PUrQgGN8",“Economic Relief”
KamalaHarris,1347563323840196616,2021-01-08 15:18:27,"I am proud to announce these deeply experienced public servants will be joining my team. They reflect the very best of our nation and will help to build a country that lifts up all Americans. I look forward to working alongside them each and every day.
https://t.co/C4OJlcbg1i",“Acknowledgement”
senatemajldr,1312441098757836801,2020-10-03 17:15:16,Senate floor proceedings will be postponed until October 19th. The @SenJudiciary confirmation hearings for Judge Barrett’s nomination to the Supreme Court will convene on October 12th as scheduled by Chairman Graham. My full statement: https://t.co/7ThKZPJBZG,“”
KamalaHarris,1342583146110398471,2020-12-25 21:29:00,"To all of our frontline workers, servicemembers, and those who have an empty seat at the table or have fallen on hard times, you are on our minds not just today but every day.

Times may seem tough but know you are not alone.",“”
JoeBiden,1339759790717734913,2020-12-18 2:30:00,Let me be clear: The United States of America has always set an example for the world for the peaceful transition of power — and we will do so again.,“”
JoeBiden,1336742970435891200,2020-12-09 18:42:14,"Throughout his lifetime of dedicated service, General Austin has demonstrated exemplary leadership, character, and command. Tune in as I introduce my nominee for Secretary of Defense. https://t.co/cyy5nhtp3b","""Acknowledgement"" “Nomination” “Presidential Cabinet”"
KamalaHarris,1341751676143890436,2020-12-23 14:25:02,"As we approach Christmas and the start of Kwanzaa, please do your part to keep yourself and those around you safe: wear a mask, keep a safe social distance, and limit your travel.

@JoeBiden and I know it’s hard, but we need to stay apart just a little bit longer.",“Holiday”
senatemajldr,1342455058382786564,2020-12-25 13:00:02,"Even in a dark winter, Christmas brings light. I am grateful for our healthcare heroes, the service members who keep us safe, the modern miracle of safe and effective vaccines, and the blessing of our Savior's birth.

I wish your family a healthy and Merry Christmas. https://t.co/CMMZlkbdYw",“Holiday”
KamalaHarris,1339366480589320192,2020-12-17 0:27:07,"With @PeteButtigieg’s leadership, we are ready to write the next great chapter in our nation’s history, modernizing our infrastructure, creating jobs and opportunity, and helping usher in a clean energy future. https://t.co/BFiEJMfKfJ",“Acknowledgement”
KamalaHarris,1343731211118768141,2020-12-29 1:31:00,Day one @JoeBiden and I will act to get COVID-19 under control and save American lives. We’ll take action to protect Dreamers and send a bill to Congress with a roadmap to citizenship for 11M undocumented people. And we’ll rejoin the Paris Agreement. This is just the beginning.,“”
JoeBiden,1341455463758479360,2020-12-22 18:48:00,"Ten years ago today, I joined President Obama as he signed the repeal of Don’t Ask, Don’t Tell into law. Thanks to sound implementation by civilian and uniformed leaders across the @DeptofDefense, today our military is stronger, more capable, and more inclusive for all who serve. https://t.co/DIdgIFrE51",“Gratitude” “Military”
JoeBiden,1338910444233363458,2020-12-15 18:15:00,"Health care is personal to me — and I’ll always fight to ensure folks like Xiomara are protected and have access to the care they need.

Don’t miss your chance to get covered for 2021, head to https://t.co/3CYKhP8ZoR before midnight to pick a plan that works best for you. https://t.co/DCL3imZHbV",“Health”
JoeBiden,1336383784128708609,2020-12-08 18:54:57,"I need a team that’s ready on day one to contain the pandemic and ensure everyone has access to quality, affordable health care. This is that team. Tune in as I introduce them for the first time. https://t.co/FhbbTa7xEo",“COVID-19”
KamalaHarris,1340844648168865795,2020-12-21 2:20:50,"The climate crisis is an existential threat to all of us—particularly poor communities and communities of color who bear the greatest risks from polluted air, polluted water, and a failing infrastructure.

@JoeBiden and our climate team are ready to tackle this on day one.","""Climate Change” “Minority Issues”"
JoeBiden,1338627329485012993,2020-12-14 23:30:00,"I’m forever humbled by the fact that 5.7 million people chipped in to power our campaign to victory. And to thank everyone, we’re hosting a Grassroots Donor Thank You call tonight. Head to https://t.co/c4wtQjE6hU to join us.",“Gratitude” “Gratitude”
JoeBiden,1344322857665490944,2020-12-30 16:42:00,"We’re going to make sure vaccines are free of charge.

And we’re going to ensure they are distributed equitably, so every person who wants a vaccine can get one — no matter the color of their skin or where they live. https://t.co/uLQfxS1PM0",“Vaccine” “”
KamalaHarris,1347290055040258054,2021-01-07 21:12:35,"For centuries, justice has been symbolized as a woman, blindfolded, a scale in her hands.

Her eyes are covered because justice shouldn’t depend on the color of your skin.

It shouldn’t depend on how much money you have.

Justice should be impartial. Our DOJ will ensure it is.","“Acknowledgement” ""Presidential Cabinet”"
JoeBiden,1338285576328531970,2020-12-14 0:52:00,Science will always be at the forefront of my administration.,“”
senatemajldr,1311088540546207749,2020-09-29 23:40:41,"Multiple times, with multiple nominees, Senate Democrats have said or implied that certain personal religious beliefs make Americans unfit to serve. Judge Barrett in 2017 was only one example. Now the media’s joining in.

These tactics need to stop now. https://t.co/wisPUKXe2O","“Democrats” “Media"""
KamalaHarris,1339756801986875392,2020-12-18 2:18:07,"On the campaign, President-elect @JoeBiden and I proposed one of the most ambitious climate plans in history. This team will help make that plan a reality. 
https://t.co/MULIlpABb8",“Climate Change”
senatemajldr,1303749151222530051,2020-09-09 17:36:34,"This year’s Kentucky Derby showed our great traditions can adapt to overcome any challenge. But our sport must be protected.

I’ve been proud to stand up for horseracing throughout my career. Today, I’m introducing new legislation to keep up that support. https://t.co/3sU5juOUCI",“”
JoeBiden,1337041882879127552,2020-12-10 14:30:00,"As the United States works to advance human rights around the world, we must also recognize that our task begins here at home. My administration is committed to ensuring every person is free to flourish in a society that values and defends equal justice for all. #HumanRightsDay",“”
senatemajldr,1326190968001978370,2020-11-10 15:52:20,"Yesterday, we learned one COVID-19 vaccine candidate may be more than 90% effective.

This huge good news is a testament to the ingenuity of the American private sector and the historic groundwork laid by Congress and the Trump Administration. https://t.co/TtcD2TpmJC",“Vaccine” “Trump Administration”
JoeBiden,1341029406333087746,2020-12-21 14:35:00,Georgia — Your vote has the power to change the future of this country. Don’t wait to use it. Make your plan to vote early today: https://t.co/RIJ1L4juwB https://t.co/zRs9nMx1qh,"“Call to Action” “Voting"""
JoeBiden,1340379335975268352,2020-12-19 19:31:51,We need to meet the threat of climate change with the urgency it demands — and seize the opportunity to build back better. Tune in as I introduce members of my climate team who will get it done. https://t.co/DWEwSIDF4Y,“Climate Change” “Call to Action”
KamalaHarris,1342214601975472128,2020-12-24 21:04:32,"A reminder of the season—and hope for a brighter future.
https://t.co/tocTa5ex1z",“”
KamalaHarris,1344041470462980099,2020-12-29 22:03:52,"I urge everyone, when it is your turn, get vaccinated. It's about saving your life, the life of your family members, and your community. https://t.co/VwZdWt2RZG",“Vaccine”
senatemajldr,1333909118269198344,2020-12-01 23:01:31,Attorney General Barr was absolutely right to appoint John Durham to be a Special Counsel on this matter. The nation deserves to know the truth about the egregious abuses of power that took place in 2016 and deserves that justice be done to anyone who broke the law. https://t.co/ehCHSWacFk,“Appointment”
JoeBiden,1337198412727529472,2020-12-11 0:52:00,"Folks, we just added new items to the @BidenInaugural store that I know you won’t want to miss. Head to https://t.co/j1ZK7kyMj6 to stock up today.",“Biden Inaugural Merch”
KamalaHarris,1341206322042290176,2020-12-22 2:18:00,"The Georgia runoffs are about health care, about jobs, about justice. This will not be easy but it is within our power to change the course of our nation’s history by electing @ReverendWarnock and @Ossoff. https://t.co/TjYeiD5T6a",“Senate Runoff Election”
KamalaHarris,1341103938041425920,2020-12-21 19:31:09,"To make meaningful change in the lives of Americans we need to take back the Senate. Please chip in to the Flip Georgia Fund if you’re able to. Every little bit counts.
https://t.co/HAwhVAmuFS",“Call to Action”
senatemajldr,1339726771504226309,2020-12-18 0:18:47,"The only way to beat this pandemic is for us to follow the advice of our nation’s health care professionals: get vaccinated and continue to follow CDC guidelines. 
 
My full statement: https://t.co/EJrC7f5lwq",“”
senatemajldr,1320427990552117250,2020-10-25 18:12:19,"The Senate just voted to advance one of the most qualified nominees in generations. Judge Barrett’s intellectual brilliance, integrity, and commitment to impartiality are above reproach.

Tomorrow, we will vote to confirm the next Associate Justice of the Supreme Court.",“Nomination” “Acknowledgement”
KamalaHarris,1344326604550529024,2020-12-30 16:56:53,Getting the COVID-19 vaccine will save your life. I have absolute confidence in our scientists and look forward to getting my second shot. https://t.co/a2NQmSL0Xb,"“COVID-19” “Vaccine"""
KamalaHarris,1341849163491897344,2020-12-23 20:52:25,"We must end the current status quo where school districts with the greatest needs get the fewest resources.

We must remove barriers to opportunity for poor and rural communities and communities of color.

Dr. Miguel Cardona will help us do that for our students—and our future.",“Nomination” “Acknowledgement”
senatemajldr,1308475058847993857,2020-09-22 18:35:38,"Our Senate majority will do exactly the same thing in 2020 that we did in 2016: Follow Senate history, follow the clear precedent in each situation, and do exactly the job we were elected to do.
 
We are going to vote on President Trump's nominee to the Supreme Court this year.",“”
KamalaHarris,1337586974870425601,2020-12-12 2:36:00,"While @JoeBiden and I can’t promise we’ll end COVID-19 in our first 100 days, we will do everything we can to get this pandemic under control.

Our priorities include ensuring Americans wear a mask, distributing 100M vaccine doses, and getting our kids safely back to school.",“COVID-19” “”
JoeBiden,1341768024806797313,2020-12-23 15:30:00,"This cybersecurity attack happened on Donald Trump’s watch. But rest assured that even if he does not take it seriously, I will. https://t.co/cujska0v7m",“Donald Trump”
KamalaHarris,1338972191237529600,2020-12-15 22:20:21,Our work isn’t over→ https://t.co/ApDEqLkZ4x https://t.co/OGRsFvWX3c,“”
JoeBiden,1341255898711220225,2020-12-22 5:35:00,"I applaud this relief package, but our work is far from over. Starting in the new year, Congress will need to immediately get to work on support for our COVID-19 plan.

My message to everyone out there struggling right now: help is on the way. https://t.co/ktET5loEnm","“Economy” ""Economic Relief” “COVID-19”"
JoeBiden,1336427835339272203,2020-12-08 21:50:00,"I know General Austin. I trust him. Because I know how he reacts under pressure.

When ISIS emerged as a terrorist threat, President Obama and I turned to General Austin in the Situation Room and he led us through.

Now, I turn to him again as Secretary of Defense. https://t.co/p65aVc4Nt5","""Nomination"" ""Presidential Cabinet”"
JoeBiden,1339636981345755137,2020-12-17 18:22:00,"Millions of people are out of work. Small businesses are closing. People are struggling to pay their bills, stay in their homes, and put food on the table.

Congress needs to pass a relief package immediately.",“Call to Action” “Economic Relief” “Economy”
JoeBiden,1337872354844807176,2020-12-12 21:30:00,"My first 100 days won’t end COVID-19, but we can slow the spread, save lives, and get back to our lives with our loved ones. https://t.co/nz2YkjhQZa",“COVID-19” “”
JoeBiden,1346603636168642561,2021-01-05 23:45:00,"Stay in line, Georgia. If you’re in line at your polling place by 7 PM, you can vote.",“Voting”
senatemajldr,1309963158182932487,2020-09-26 21:08:49,"Judge Amy Coney Barrett is an exceptionally impressive jurist and an exceedingly well-qualified nominee to the Supreme Court.
 
A brilliant scholar. An exemplary judge. President Trump could not have made a better decision. https://t.co/FKadx6TJeU",“Acknowledgement” “nomination”
JoeBiden,1346535688733265921,2021-01-05 19:15:00,"Georgia — If you have any questions today while voting, reach out to the Voter Protection Hotline: 1-888-730-5816",“Voting”
KamalaHarris,1339282519762604034,2020-12-16 18:53:30,"The Biden-Harris administration will transform our roads and bridges, transit systems, railways, ports, and airports—while powering them with clean energy.

And we'll expand our transportation system to serve communities of every size—urban and rural—all across our country.",“Infrastructure”
JoeBiden,1338152952968728579,2020-12-13 16:05:00,"We may be physically apart during these difficult times, but you’re not alone. Take a few minutes today to reach out to friends and family. We’ll get through this, together. https://t.co/VMrXiBQzsH",“Assurance” “Hope”
senatemajldr,1311430098239750150,2020-09-30 22:17:55,"Everyone who knows Judge Barrett, across the political spectrum, praises her independence and impartiality.

A judge's job is to follow the facts and the law wherever they lead. Nothing more, nothing less.

It's revealing how much this basic concept seems to scare the far left.",“Acknowledgement” “Far Left”
JoeBiden,1344093345207832576,2020-12-30 1:30:00,"After ten months of the pandemic, we still don’t have enough testing. It’s a travesty.

We need to scale up testing so anyone who needs one can get one.",“”
KamalaHarris,1341529573113155584,2020-12-22 23:42:29,".@AlexPadilla4CA, I know you'll continue to be a champion for our great state in the Senate. Congratulations my dear friend. https://t.co/sN6Lz5TfCo",“Congratulations”
KamalaHarris,1338130699426148355,2020-12-13 14:36:34,"We’ve brought together a health care team to help contain this pandemic.

An economic team to build an economy that works for working people, and all those looking to work.

A domestic team to deliver immediate relief.

And a national security team to help keep our nation safe.",“”
JoeBiden,1347618371135705090,2021-01-08 18:57:11,We need to build a new American economy where everyone enjoys a fair return for their work and an equal chance to get ahead. Tune in as I introduce members of the team that will get it done. https://t.co/PAOu57i9j5,"""Economy"""
senatemajldr,1334180452719063046,2020-12-02 16:59:42,"Republicans have spent months proposing more COVID relief. Yesterday I put forward yet another proposal that would invest many billions in workers, laid-off Americans, small businesses, &amp; vaccine distribution.

I hope Democrats will finally let us get a bipartisan outcome soon.",“Republicans” “Democrats” “Economic Relief”
KamalaHarris,1340744383143038976,2020-12-20 19:42:25,"We’ve all heard about health care workers without the supplies they need to care for patients and save lives.

@JoeBiden and I are committed to ensuring our frontline workers have the personal protective equipment and support they deserve.",“Health”
KamalaHarris,1346580235786006528,2021-01-05 22:12:01,"I know @ReverendWarnock and @Ossoff. We’ve talked about the promise of our country. How we must help Americans with $2,000 stimulus checks, ensure our children have clean air to breathe, and our small businesses can thrive. That’s who they are—and who they’ll be as U.S. Senators.",“Acknowledgement”
KamalaHarris,1341870977685270528,2020-12-23 22:19:06,"This holiday season, @DouglasEmhoff and I wanted to give back to the community that has given us so much over these last four years.

We stopped by @dcfireems today to drop off some @ToysForTots_USA, and thank them for their work to bring smiles to children this time of year. https://t.co/R0MMi4WhBw",“”
JoeBiden,1337925206887837697,2020-12-13 1:00:01,Congress needs to act now on a COVID relief package. The American people can’t wait. https://t.co/NCZADDAKDd,“Call to Action” “COVID-19” “Economic Relief”
senatemajldr,1306678061895647233,2020-09-17 19:35:01,"In 2019, under Republican policies:

- Fastest annual growth in household income on record
- Working-class &amp; middle-class families saw more of the gains
- Poverty lowest since 1950s
 
That's the leadership our nation will need as we rebuild after COVID. https://t.co/Byrmh3DgD8",“Republicans”
KamalaHarris,1341556199511257089,2020-12-23 1:28:17,"As we work to reopen our schools safely and responsibly, we must continue to build a public education system that lifts up all Americans, regardless of race, background, or zip code.

I trust Miguel Cardona with this important and critical work. https://t.co/3zJqkzBM6d",“Acknowledgement”
senatemajldr,1313275429894135808,2020-10-06 0:30:36,"Judge Barrett’s hearings will begin one week from today. Chairman Graham has all the tools to conduct a hybrid hearing, just like the 150 others the Senate has held this year.
 
We will not stop working for the American people because Democrats are afraid they may lose a vote.",“”
senatemajldr,1320055677839151111,2020-10-24 17:32:53,"Democrats cannot use “illegitimate” as a synonym for “we didn’t get our way.”

Democrats keep demanding the President repeat that the election will be valid even if he dislikes the outcome. But they're flunking that test badly with Judge Barrett's nomination. https://t.co/Lvf0DtlA6Y",“Democrats” “Criticism”
KamalaHarris,1347360898101473284,2021-01-08 1:54:05,"These public servants will expand workers' rights, provide access to capital for small business owners, and invest in American innovation.

I look forward to working alongside them to build an economy that’s not only stronger but fairer for working people.
https://t.co/u6tudjzhZw",“”
senatemajldr,1319007920416264195,2020-10-21 20:09:28,Our Constitution forbids disqualifying people from public service due to their religious beliefs. The far left has either forgotten this or just doesn’t care. It only underscores why we need well-informed jurists like Judge Barrett to protect our Constitution &amp; Americans’ rights. https://t.co/9iCPWs3V7P,“Religious Freedom” “Far Left” “Acknowledgement”
KamalaHarris,1338642203246096384,2020-12-15 0:29:06,It’s official. Tune in as President-elect @JoeBiden addresses the nation on the electoral college vote certification and how we’ll lead our country forward. https://t.co/WrShcWLgbp,“Presidential Election”
senatemajldr,1313813018241896449,2020-10-07 12:06:47,"The ongoing attacks by Senate Democrats and the media on Judge Barrett’s faith are a disgrace. They demean the confirmation process, disrespect the Constitution, and insult millions of American believers. https://t.co/Qg5mFQzWFO",“Criticism” “Democrats” “Media”
JoeBiden,1344836995441426432,2021-01-01 2:45:00,"In 2021, we’re going to build a brighter future. https://t.co/YjzT7aw5zQ",“Assurance” “Hope”
JoeBiden,1337143047990099969,2020-12-10 21:12:00,We must prepare to meet the challenges of the future — not keep fighting the wars of the past. https://t.co/MI4uXHUyKG,“Preparation”
KamalaHarris,1338652277972807682,2020-12-15 1:09:08,"As President-elect @JoeBiden said, our democracy gives Americans the right to have their voice heard, have their vote counted, and elect our nation’s leaders.

Over 155 million Americans voted—and the will of the people prevailed.",“Democracy” “Presidential Election”
JoeBiden,1346199428625965056,2021-01-04 20:58:49,"With just one day to go until the Georgia Senate runoffs, I’m in Atlanta to get out the vote. Tune in. https://t.co/I4MBUj0g3o",“Voting”
JoeBiden,1336686791760502785,2020-12-09 14:59:00,"On day one, I’ll sign an executive order to require masks everywhere I can. https://t.co/ixUbTwHhPk",“”
JoeBiden,1337810697481191426,2020-12-12 17:25:00,"Five years ago today, the world gathered to adopt the Paris Agreement on climate change.

And in 39 days, the United States is going to rejoin it.

We’re going to rally the world to push our progress further and faster and tackle the climate crisis head-on.",“Paris Agreement” “Climate Change”
senatemajldr,1304102357668712450,2020-09-10 17:00:05,"Yesterday, reporters asked Sen. Schumer whether by refusing to compromise, he was making the perfect the enemy of the good. His response? “Republicans are the enemy of the good.”

Americans are not enemies. COVID-19 is our enemy. It's time for Washington Democrats to act like it.",“”
JoeBiden,1344862916194021377,2021-01-01 4:28:00,Here’s to 2021. https://t.co/9HAQOSWgvO,“”
KamalaHarris,1340311930829987842,2020-12-19 15:04:00,"Nearly 3M students nationwide don’t have access to the internet at home—leaving many school districts this year scrambling to find ways to reach students. Pandemic or not, @JoeBiden and I are committed to expanding broadband access to every American.
https://t.co/8suAGrlFPB",“Technology”
senatemajldr,1328469477919518729,2020-11-16 22:46:19,"More huge news this morning in COVID-19 vaccine development. The kinds of headlines we've longed for.

But we must stay careful for the next weeks and months. Wear our masks. Keep social distance. We've come this far and victory is in sight. Let's not surrender to the virus now.",“COVID-19” “Vaccine” “Call to Action”
JoeBiden,1345792290372116480,2021-01-03 18:01:00,"Here’s my promise to you: I’ll be a president for all Americans. Whether you voted for me or not, I’ll wake up every single morning and work to make your life better.","“Assurance” “Hope"""
senatemajldr,1318312942438408193,2020-10-19 22:07:53,"Last week, Judge Barrett proved she has the deep legal expertise, judicial temperament, and intellectual horsepower that Americans deserve to have on the Supreme Court. The Senate will turn to her nomination as soon as it comes out of committee later this week.",“Nomination”
KamalaHarris,1341400466840817666,2020-12-22 15:09:27,"Black folks, Latinos, Asian Americans, and our Indigenous brothers, sisters, and friends are more likely to die from COVID-19.

I fully trust our public health experts—which is why I will be getting the vaccine next week. https://t.co/w409dSPKpu",“Minority Issues” “COVID-19” “Vaccine”
senatemajldr,1340724518466301958,2020-12-20 18:23:29,I think both sides agree: Our around-the-clock negotiations on COVID relief are hours away from completion. Our citizens need this waiting to end. Thousands of Americans are being robbed of their lives every day. Working families are hurting. Let’s finally get this done today.,“COVID-19” “Economic Relief”
senatemajldr,1336059945964466176,2020-12-07 21:28:08,"The Senate knows all about end-of-year drama, but this time the stakes could not be higher. Americans are struggling under the weight of this pandemic. Democrats need to let Congress do our job &amp; pass more relief.

We have so much common ground. Let's make law. Let's get it done.",“Call to Action” “Democrats” “Economic Relief”
KamalaHarris,1343239134199087104,2020-12-27 16:55:40,"Educators, cafeteria workers, bus drivers, custodians, and the nurses who keep our schools running are being stretched to their limit by this pandemic.

@JoeBiden and I are committed to ensuring they get the relief they deserve. https://t.co/XDvTD6vN97",“”
JoeBiden,1337526826747367426,2020-12-11 22:37:00,"Beating COVID-19 will take everyone doing their part.

Wear a mask. Social distance. Limit travel over the holidays.

We can end this, together.",“COVID-19” “Call to Action”
